"degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","species.specificity.index","resource.range","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.similarity","proportional.generality","d","Species"
3,0.115384615384615,0.0282912120974282,-0.323902929300857,0.382352941176471,0.92,0.553774924194538,0.92,0.0282912120974282,1.33823529411765,0.0108065356073223,0,0.0157835925132694,0.00435088060822942,536870956.16667,1.09861228866811,3,0.46259220231823,0.319741785184508,0.0649286036133388,"Citrus sinensis "
3,0.115384615384615,0.0834111191254048,-0.305529626958198,0.367647058823529,0.96,0.591607978309962,0.92,0.0834111191254048,1.35294117647059,0.0236360289658088,0,0.0156439147034175,0.00548319409161399,5.45255569609268,1.03972077083992,2.82842712474619,0.286617492096944,0.301455446043544,0.254396801286904,"Clusia gundlachi "
11,0.423076923076923,2.50855812134614,0.137141647395104,0.0294117647058824,0.968695652173913,0.558595161482702,0.6,2.50855812134614,1.25,0.0573012832891339,0.0128125,0.016621659372381,0.0196849652970254,4.92800400353987,1.64585337678667,5.18543314761161,0.309671284278702,0.552666550524086,0.438313417264313,"Clusia rosea "
2,0.0769230769230769,0.0373601053324556,-0.481319947333772,0.397058823529412,0.986666666666667,0.781024967590665,0.96,0.0373601053324556,1.45588235294118,0.00233257937915372,0,0.0146661700344539,0.00561651512002366,1.59180573094355,0.562335144618808,1.75476535060332,0.304531085353003,0.187023935260608,0.216678139391416,"Coffea arabica "
1,0.0384615384615385,0.00510204081632653,-0.994897959183674,0.794117647058823,1,1,1,0.00510204081632653,1.52941176470588,0,0,0.0139677809851942,0.00163930713155671,134217776.500017,0,1,0.206533192834563,0.106580595061503,0.0596839125720804,"Comocladia glabra "
1,0.0384615384615385,0.102189781021898,-0.897810218978102,0.647058823529412,1,1,1,0.102189781021898,1.52941176470588,0,0,0.0139677809851942,0.0182858096135998,0.202598801886527,0,1,0.288724973656481,0.106580595061503,0.340033866420374,"Cordia sulcata "
7,0.269230769230769,1.13163922166126,0.0188056030944659,0.0882352941176471,0.938461538461538,0.469804484273539,0.76,1.13163922166126,1.32352941176471,0.0163912598909558,0,0.0159232703231213,0.0186488140948892,2.71745228087145,1.59622893208062,4.93438937690846,0.407031324839544,0.525910156056061,0.320871904744896,"Cupania americana "
3,0.115384615384615,0.0479941579932513,-0.317335280668916,0.308823529411765,0.946666666666667,0.602714945992257,0.92,0.0479941579932513,1.22058823529412,0.0205878054396314,0,0.0169010149920849,0.00830012948574947,1.98879824427545,1.00424247305408,2.7298385631036,0.543730242360379,0.290947818477419,0.0735440418368134,"Dendropanax arboreus "
3,0.115384615384615,0.0582629603565564,-0.313912346547815,0.338235294117647,0.973333333333333,0.64621977685614,0.92,0.0582629603565564,1.39705882352941,0.013998321845736,0,0.0152248812738616,0.00653042567871558,3.16654440446867,0.950270539233235,2.58640928985893,0.36754478398314,0.275661041185763,0.202273772291938,"Dendropemon bicolor "
1,0.0384615384615385,0.0229885057471264,-0.977011494252874,0.705882352941177,1,1,1,0.0229885057471264,1.86764705882353,0,0,0.0108483098985008,0.00307271695363403,0.79590192820484,0,1,0.0916754478398314,0.106580595061503,0.307193674902837,"Ficus sp1 M_SD_003"
4,0.153846153846154,0.2160368606095,-0.195990784847625,0.161764705882353,0.992941176470588,0.850352867931896,0.88,0.2160368606095,1.22058823529412,0.0281830803941639,0,0.0169010149920849,0.0202130605019997,1.10651610995743,0.55284357207821,1.73818866185743,0.414594309799789,0.185257181909922,0.269593395588716,"Ficus sp1 M_SD_004"
2,0.0769230769230769,0.0307430664573522,-0.484628466771324,0.544117647058823,0.96,0.692820323027551,0.96,0.0307430664573522,1.41176470588235,0.00925081549672452,0,0.0150852034640097,0.00309312315416115,268435505.000009,0.693147180559945,2,0.247629083245522,0.213161190123005,0.179003122252752,"Ficus sp1 M_SD_005"
2,0.0769230769230769,0.0471278959060616,-0.476436052046969,0.470588235294118,0.98,0.733333333333333,0.96,0.0471278959060616,1.44117647058824,0.00644716897636166,0,0.0148058478443058,0.00434564001613969,2.62230292149728,0.636514168294813,1.88988157484231,0.337197049525817,0.201424702842463,0.229497012556152,"Ficus sp1 M_SD_006"
1,0.0384615384615385,0.0256410256410256,-0.974358974358974,0.808823529411765,1,1,1,0.0256410256410256,1.76470588235294,0,0,0.0117329360275631,0.0016408251946333,134217776.500017,0,1,0.0410958904109589,0.106580595061503,0.347322637806841,"Guapira fragrans "
10,0.384615384615385,3.42635547404131,0.242635547404131,0.0441176470588235,0.967792207792208,0.574230525704888,0.64,3.42635547404131,1.19117647058824,0.038217075863548,0.230520833333333,0.0171803706117888,0.0273473439173216,2.47057576145256,1.46009106601879,4.30635167279176,0.453904526536832,0.458973523830243,0.416841001048277,"Guarea guidonia "
5,0.192307692307692,0.257291181610148,-0.14854176367797,0.147058823529412,0.96,0.533853912601566,0.84,0.257291181610148,1.17647058823529,0.0370993938915538,0,0.0173200484216407,0.00829376479065525,5.70512799158301,1.38629436111989,4,0.476949420442571,0.42632238024601,0.139263314133193,"Henriettea fascicularis "
1,0.0384615384615385,0.0109489051094891,-0.989051094890511,0.676470588235294,1,1,1,0.0109489051094891,1.52941176470588,0,0,0.0139677809851942,0.00440851352307042,0.52526147758757,0,1,0.288724973656481,0.106580595061503,0.121908326995668,"Hyeronima clusioides "
3,0.115384615384615,0.225351228318028,-0.258216257227324,0.323529411764706,0.98,0.692820323027551,0.92,0.225351228318028,1.44117647058824,0.00299561531157702,0,0.0148058478443058,0.00658089372482913,2.38771274322576,0.867563228481461,2.3811015779523,0.391991570073762,0.253779223080039,0.188209444482698,"Inga laurina "
5,0.192307692307692,0.233453172494176,-0.153309365501165,0.132352941176471,0.96,0.533853912601566,0.84,0.233453172494176,1.22058823529412,0.0183909245688092,0,0.0169010149920849,0.0137676286037808,2.49674438143142,1.38629436111989,4,0.449157007376185,0.42632238024601,0.223481193633507,"Inga vera "
2,0.0769230769230769,0.0473801560758082,-0.476309921962096,0.558823529411765,0.96,0.692820323027551,0.96,0.0473801560758082,1.63235294117647,0.00446130317376304,0,0.0129900363162306,0.00309493644455868,268435505.000009,0.693147180559945,2,0.089567966280295,0.213161190123005,0.312089244188911,"Margravia rectiflora "
4,0.153846153846154,0.177349010399231,-0.205662747400192,0.176470588235294,0.972,0.628834259524365,0.88,0.177349010399231,1.22058823529412,0.0183909245688092,0,0.0169010149920849,0.0147565785511626,1.64908782612433,1.07101788902446,2.91834854359425,0.458873117213166,0.311039324373145,0.253121400434476,"Miconia affinis "
1,0.0384615384615385,0.00364963503649635,-0.996350364963504,0.823529411764706,1,1,1,0.00364963503649635,1.52941176470588,0,0,0.0139677809851942,0.00163280703121814,134217776.500017,0,1,0.288724973656481,0.106580595061503,0,"Miconia laevigatta "
6,0.230769230769231,0.465287899224459,-0.0891186834625901,0.117647058823529,0.965333333333333,0.593845991166472,0.8,0.465287899224459,1.17647058823529,0.0509172624925586,0,0.0173200484216407,0.0172169682622974,2.34255717340436,1.2378266633505,3.44811140857296,0.596191479753124,0.367501765764062,0.134891052783617,"Miconia prasina "
2,0.0769230769230769,0.0328798185941043,-0.483560090702948,0.485294117647059,0.98,0.733333333333333,0.96,0.0328798185941043,1.44117647058824,0.00403430399689014,0,0.0148058478443058,0.0044206048875731,2.62230292149728,0.636514168294813,1.88988157484231,0.282402528977871,0.201424702842463,0.193122418697913,"Miconia racemosa "
3,0.115384615384615,0.215202617669268,-0.261599127443577,0.25,0.97,0.651598418403707,0.92,0.215202617669268,1.33823529411765,0.0206816234015428,0.039375,0.0157835925132694,0.0158362945898257,0.957773288003865,0.909925047153752,2.48413633331814,0.456269757639621,0.264760728618947,0.302310437424246,"Miconia serrulata "
2,0.0769230769230769,0.0499557913351017,-0.475022104332449,0.573529411764706,0.96,0.692820323027551,0.96,0.0499557913351017,1.76470588235294,0.0024469737069795,0,0.0117329360275631,0.00305802338519902,268435505.000009,0.693147180559945,2,0.119072708113804,0.213161190123005,0.290805941718684,"Momordica charantia "
1,0.0384615384615385,0.25,-0.75,0.838235294117647,1,1,1,0.25,1.98529411764706,0,0,0.00973088741968526,0.00163091629024404,134217776.500017,0,1,0.00421496311907271,0.106580595061503,0.753026416849064,"Murraya paniculata "
4,0.153846153846154,0.269374100004965,-0.182656474998759,0.205882352941176,0.94,0.521536192416212,0.88,0.269374100004965,1.23529411764706,0.0164117700245269,0,0.016761337182233,0.00986506153781315,2.47099222158179,1.27985422583367,3.59611546662432,0.487671232876712,0.383276126342693,0.159380860140088,"Musa acuminata "
3,0.115384615384615,0.0540932824561604,-0.31530223918128,0.294117647058824,0.976,0.668954408012983,0.92,0.0540932824561604,1.20588235294118,0.0238877579203077,0,0.0170406928019369,0.00907830845977218,1.74346319522402,0.900256051268537,2.4602329762891,0.536354056902002,0.262213094602824,0.0903192773100186,"Myrcia sp1 M_SD_003"
4,0.153846153846154,0.0580348299746867,-0.235491292506328,0.235294117647059,0.92,0.498887651569859,0.88,0.0580348299746867,1.22058823529412,0.0183909245688092,0,0.0169010149920849,0.00748304688457112,5.24460536955355,1.32966134885476,3.77976314968462,0.507200561995083,0.402849405684926,0.093545647341613,"Myrcine coriacea "
4,0.153846153846154,0.398806833589442,-0.150298291602639,0.191176470588235,0.94,0.51033757890679,0.88,0.398806833589442,1.55882352941176,0.0132382394574137,0,0.0136884253654903,0.0132255526349117,1.78477365578304,1.30952583530407,3.70441679204656,0.15595363540569,0.394818946052144,0.441306731455012,"Ocotea coriacea "
3,0.115384615384615,0.130705956792913,-0.289764681069029,0.352941176470588,0.973333333333333,0.64621977685614,0.92,0.130705956792913,1.70588235294118,0.00453767540200281,0,0.0122916472669709,0.00652919688985105,3.16654440446867,0.950270539233235,2.58640928985893,0.114857744994731,0.275661041185763,0.376858303491314,"Ocotea floribunda "
1,0.0384615384615385,0.135135135135135,-0.864864864864865,0.661764705882353,1,1,1,0.135135135135135,1.88235294117647,0,0,0.0107086320886488,0.00662617067627682,0.37589110843365,0,1,0.0389884088514226,0.106580595061503,0.585896402864537,"Ocotea leucoxylon "
1,0.0384615384615385,0.00510204081632653,-0.994897959183674,0.852941176470588,1,1,1,0.00510204081632653,1.52941176470588,0,0,0.0139677809851942,0.00163930713155671,134217776.500017,0,1,0.206533192834563,0.106580595061503,0.0596839125720804,"Palicourea crocea "
2,0.0769230769230769,0.0240929705215419,-0.487953514739229,0.5,0.98,0.733333333333333,0.96,0.0240929705215419,1.44117647058824,0.00403430399689014,0,0.0148058478443058,0.0044206048875731,2.62230292149728,0.636514168294813,1.88988157484231,0.282402528977871,0.201424702842463,0.128193815084575,"Palicourea guianensis "
2,0.0769230769230769,0.029290660677522,-0.485354669661239,0.588235294117647,0.96,0.692820323027551,0.96,0.029290660677522,1.38235294117647,0.0113567393744541,0,0.0153645590837136,0.0030605336817779,268435505.000009,0.693147180559945,2,0.329820864067439,0.213161190123005,0.148243230625405,"Persea americana "
1,0.0384615384615385,0.027027027027027,-0.972972972972973,0.867647058823529,1,1,1,0.027027027027027,1.88235294117647,0,0,0.0107086320886488,0.00162960184675532,134217776.500017,0,1,0.0389884088514226,0.106580595061503,0.356701318016457,"Petitia dominguensis "
1,0.0384615384615385,0.0138888888888889,-0.986111111111111,0.882352941176471,1,1,1,0.0138888888888889,1.72058823529412,0,0,0.0121519694571189,0.00164181674680906,134217776.500017,0,1,0.0758693361433087,0.106580595061503,0.238095757310624,"Philodendron angustatum "
2,0.0769230769230769,0.0395847994370162,-0.480207600281492,0.411764705882353,0.986666666666667,0.781024967590665,0.96,0.0395847994370162,1.47058823529412,0.00823843703939331,0,0.0145264922246019,0.0055029527668705,1.59180573094355,0.562335144618808,1.75476535060332,0.298208640674394,0.187023935260608,0.226737296479837,"Phoradendron sp1 M_SD_003"
7,0.269230769230769,1.14201798059659,0.0202882829423698,0.0588235294117647,0.981818181818182,0.694928053830035,0.76,1.14201798059659,1.17647058823529,0.0347085410720595,0.05625,0.0173200484216407,0.0228154542808062,1.84610855855145,1.05077620742692,2.85987010917184,0.394836670179136,0.304806658034139,0.463315512076613,"Phoradendron sp1 M_SD_004"
1,0.0384615384615385,0.0229885057471264,-0.977011494252874,0.720588235294118,1,1,1,0.0229885057471264,1.86764705882353,0,0,0.0108483098985008,0.00307271695363403,0.79590192820484,0,1,0.0916754478398314,0.106580595061503,0.307193674902837,"Phoradendron sp1 M_SD_005"
2,0.0769230769230769,0.025388765471279,-0.487305617264361,0.602941176470588,0.96,0.692820323027551,0.96,0.025388765471279,1.44117647058824,0.00644716897636166,0,0.0148058478443058,0.00306262012378367,268435505.000009,0.693147180559945,2,0.337197049525817,0.213161190123005,0.133086121936159,"Phytolacca rivinoides "
1,0.0384615384615385,0.00364963503649635,-0.996350364963504,0.897058823529412,1,1,1,0.00364963503649635,1.52941176470588,0,0,0.0139677809851942,0.00163280703121814,134217776.500017,0,1,0.288724973656481,0.106580595061503,0,"Piper amalaga "
1,0.0384615384615385,0.5,-0.5,0.911764705882353,1,1,1,0.5,2,0,0,0.00959120960983332,0.00164209549842152,134217776.500017,0,1,0.00210748155953635,0.106580595061503,0.876513208424532,"Piper sp1 M_SD_004"
2,0.0769230769230769,0.0160509459258156,-0.491974527037092,0.426470588235294,0.986666666666667,0.781024967590665,0.96,0.0160509459258156,1.27941176470588,0.00997412622643756,0,0.0163423037526772,0.00552865537462589,1.59180573094355,0.562335144618808,1.75476535060332,0.495258166491043,0.187023935260608,0.0537004358912538,"Psychotria berteroana "
3,0.115384615384615,0.344425193203359,-0.21852493559888,0.279411764705882,0.989090909090909,0.792824967172092,0.92,0.344425193203359,1.39705882352941,0.0167525228127253,0.0275,0.0152248812738616,0.0129339631527541,1.17129822085315,0.655975732336547,1.92702185790059,0.15888905614933,0.205383136311567,0.558052232530715,"Roystonea borinquena "
12,0.461538461538462,1.72627235157082,0.0605226959642349,0.0147058823529412,0.976623376623377,0.632285539951037,0.56,1.72627235157082,1.04411764705882,0.0876737337871697,0.309895833333333,0.0185771487103082,0.0251353432118921,3.29947440152842,1.38461502822257,3.99328830557268,0.521731244277842,0.425607043860076,0.264231854659349,"Schefflera morototoni "
2,0.0769230769230769,0.029290660677522,-0.485354669661239,0.617647058823529,0.96,0.692820323027551,0.96,0.029290660677522,1.38235294117647,0.0113567393744541,0,0.0153645590837136,0.0030605336817779,268435505.000009,0.693147180559945,2,0.329820864067439,0.213161190123005,0.148243230625405,"Solanum rugosum "
2,0.0769230769230769,0.0291950113378685,-0.485402494331066,0.441176470588235,0.986666666666667,0.781024967590665,0.96,0.0291950113378685,1.44117647058824,0.00403430399689014,0,0.0148058478443058,0.00561758826493393,1.59180573094355,0.562335144618808,1.75476535060332,0.282402528977871,0.187023935260608,0.154580982082741,"Syzigium jambos "
1,0.0384615384615385,0.0256410256410256,-0.974358974358974,0.926470588235294,1,1,1,0.0256410256410256,1.76470588235294,0,0,0.0117329360275631,0.0016408251946333,134217776.500017,0,1,0.0410958904109589,0.106580595061503,0.347322637806841,"Syzigium malaccensis "
1,0.0384615384615385,0.0416666666666667,-0.958333333333333,0.691176470588235,1,1,1,0.0416666666666667,1.72058823529412,0,0,0.0121519694571189,0.00447481431793327,0.52526147758757,0,1,0.0758693361433087,0.106580595061503,0.381855614762815,"Tilandsia sp1 M_SD_004"
2,0.0769230769230769,0.0290384005077753,-0.485480799746112,0.514705882352941,0.98,0.733333333333333,0.96,0.0290384005077753,1.44117647058824,0.00644716897636166,0,0.0148058478443058,0.00434564001613969,2.62230292149728,0.636514168294813,1.88988157484231,0.337197049525817,0.201424702842463,0.113800373550129,"Tournefortia hisutissima "
1,0.0384615384615385,0.0138888888888889,-0.986111111111111,0.941176470588235,1,1,1,0.0138888888888889,1.72058823529412,0,0,0.0121519694571189,0.00164181674680906,134217776.500017,0,1,0.0758693361433087,0.106580595061503,0.238095757310624,"Unidentified sp1 M_SD_004"
1,0.0384615384615385,0.00510204081632653,-0.994897959183674,0.955882352941177,1,1,1,0.00510204081632653,1.52941176470588,0,0,0.0139677809851942,0.00163930713155671,134217776.500017,0,1,0.206533192834563,0.106580595061503,0.0596839125720804,"Unidentified sp1 M_SD_005"
1,0.0384615384615385,0.010752688172043,-0.989247311827957,0.970588235294118,1,1,1,0.010752688172043,1.72058823529412,0,0,0.0121519694571189,0.00163634076944392,134217776.500017,0,1,0.0979978925184405,0.106580595061503,0.192500258813817,"Unidentified sp2 M_SD_003"
1,0.0384615384615385,0.0217391304347826,-0.978260869565217,0.985294117647059,1,1,1,0.0217391304347826,1.82352941176471,0,0,0.0112673433280566,0.00163766851625826,134217776.500017,0,1,0.0484720758693361,0.106580595061503,0.317913055978203,"Unidentified sp2 M_SD_005"
1,0.0384615384615385,0.00364963503649635,-0.996350364963504,1,1,1,1,0.00364963503649635,1.52941176470588,0,0,0.0139677809851942,0.00163280703121814,134217776.500017,0,1,0.288724973656481,0.106580595061503,0,"Unidentified sp3 M_SD_003"
2,0.0769230769230769,0.0307430664573522,-0.484628466771324,0.632352941176471,0.96,0.692820323027551,0.96,0.0307430664573522,1.41176470588235,0.00925081549672452,0,0.0150852034640097,0.00309312315416115,268435505.000009,0.693147180559945,2,0.247629083245522,0.213161190123005,0.179003122252752,"Zanthoxylum martinicensis"
